1.00000000  0.00000000
0.98041042  0.00429715
0.96097954  0.00824773
0.94171019  0.01191093
0.92260505  0.01533188
0.90366671  0.01854405
0.88489766  0.02157155
0.86630024  0.02443099
0.84787671  0.02713321
0.82962922  0.02968477
0.81155980  0.03208919
0.79367044  0.03434795
0.77596295  0.03646143
0.75843909  0.03842955
0.74110057  0.04025227
0.72394892  0.04193006
0.70698565  0.04346410
0.69021218  0.04485652
0.67362983  0.04611041
0.65723987  0.04722984
0.64104347  0.04821985
0.62504171  0.04908632
0.60923567  0.04983581
0.59362629  0.05047547
0.57821449  0.05101282
0.56300109  0.05145558
0.54798689  0.05181153
0.53317260  0.05208835
0.51855890  0.05229342
0.50414639  0.05243377
0.48993563  0.05251593
0.47592715  0.05254583
0.46212140  0.05252877
0.44851879  0.05246941
0.43511971  0.05237167
0.42192451  0.05223881
0.40893345  0.05207342
0.39614680  0.05187749
0.38356479  0.05165242
0.37118760  0.05139915
0.35901538  0.05111816
0.34704826  0.05080963
0.33528634  0.05047347
0.32372966  0.05010943
0.31237829  0.04971718
0.30123223  0.04929639
0.29029148  0.04884677
0.27955601  0.04836817
0.26902575  0.04786063
0.25870066  0.04732439
0.24858064  0.04675996
0.23866558  0.04616811
0.22895537  0.04554986
0.21944989  0.04490653
0.21014896  0.04423967
0.20105244  0.04355107
0.19216018  0.04284269
0.18347197  0.04211663
0.17498764  0.04137512
0.16670698  0.04062039
0.15862981  0.03985469
0.15075590  0.03908018
0.14308506  0.03829891
0.13561705  0.03751271
0.12835165  0.03672324
0.12128866  0.03593182
0.11442782  0.03513953
0.10776893  0.03434703
0.10131175  0.03355466
0.09505605  0.03276237
0.08900161  0.03196973
0.08314819  0.03117591
0.07749559  0.03037974
0.07204357  0.02957971
0.06679193  0.02877398
0.06174044  0.02796048
0.05688889  0.02713688
0.05223708  0.02630071
0.04778481  0.02544941
0.04353189  0.02458034
0.03947811  0.02369090
0.03562332  0.02277856
0.03196731  0.02184096
0.02850993  0.02087593
0.02525102  0.01988157
0.02219042  0.01885630
0.01932798  0.01779893
0.01666357  0.01670863
0.01419705  0.01558505
0.01192831  0.01442827
0.00985724  0.01323890
0.00798372  0.01201797
0.00630767  0.01076701
0.00482900  0.00948804
0.00354764  0.00818347
0.00246353  0.00685614
0.00157659  0.00550926
0.00088681  0.00414633
0.00039413  0.00277114
0.00009853  0.00138766
0.00000000  0.00000000
0.00009853  -0.00148015
0.00039413  -0.00295619
0.00088681  -0.00442405
0.00157659  -0.00587979
0.00246353  -0.00731958
0.00354764  -0.00873978
0.00482900  -0.01013700
0.00630767  -0.01150809
0.00798372  -0.01285023
0.00985724  -0.01416087
0.01192831  -0.01543786
0.01419705  -0.01667935
0.01666357  -0.01788391
0.01932798  -0.01905041
0.02219042  -0.02017813
0.02525102  -0.02126667
0.02850993  -0.02231599
0.03196731  -0.02332632
0.03562332  -0.02429820
0.03947811  -0.02523241
0.04353189  -0.02612995
0.04778481  -0.02699200
0.05223708  -0.02781990
0.05688889  -0.02861507
0.06174044  -0.02937902
0.06679193  -0.03011325
0.07204357  -0.03081931
0.07749559  -0.03149866
0.08314819  -0.03215272
0.08900161  -0.03278279
0.09505605  -0.03339007
0.10131175  -0.03397560
0.10776893  -0.03454028
0.11442782  -0.03508483
0.12128866  -0.03560982
0.12835165  -0.03611564
0.13561705  -0.03660249
0.14308506  -0.03707043
0.15075590  -0.03751936
0.15862981  -0.03794900
0.16670698  -0.03835899
0.17498764  -0.03874877
0.18347197  -0.03911772
0.19216018  -0.03946510
0.20105244  -0.03979002
0.21014896  -0.04009154
0.21944989  -0.04036859
0.22895537  -0.04062003
0.23866558  -0.04084456
0.24858064  -0.04104077
0.25870066  -0.04120712
0.26902575  -0.04134189
0.27955601  -0.04144319
0.29029148  -0.04150888
0.30123223  -0.04153660
0.31237829  -0.04152373
0.32372966  -0.04146733
0.33528634  -0.04136414
0.34704826  -0.04121060
0.35901538  -0.04100277
0.37118760  -0.04073638
0.38356479  -0.04040682
0.39614680  -0.04000920
0.40893345  -0.03953835
0.42192451  -0.03898893
0.43511971  -0.03835547
0.44851879  -0.03763253
0.46212140  -0.03681477
0.47592715  -0.03589714
0.48993563  -0.03487506
0.50414639  -0.03374460
0.51855890  -0.03250271
0.53317260  -0.03114748
0.54798689  -0.02967833
0.56300109  -0.02809635
0.57821449  -0.02640451
0.59362629  -0.02460797
0.60923567  -0.02271424
0.62504171  -0.02073356
0.64104347  -0.01867892
0.65723987  -0.01656634
0.67362983  -0.01441494
0.69021218  -0.01224688
0.70698565  -0.01008739
0.72394892  -0.00796454
0.74110057  -0.00590892
0.75843909  -0.00395327
0.77596295  -0.00213179
0.79367044  -0.00047942
0.81155980  0.00096921
0.82962922  0.00218090
0.84787671  0.00312541
0.86630024  0.00377708
0.88489766  0.00411686
0.90366671  0.00413451
0.92260505  0.00383121
0.94171019  0.00322240
0.96097954  0.00234092
0.98041042  0.00124058
1.00000000  0.00000000
