1.00000000  0.00000000
0.98250093  0.00419875
0.96506976  0.00807594
0.94771036  0.01168741
0.93042655  0.01507564
0.91322210  0.01827203
0.89610071  0.02129899
0.87906602  0.02417175
0.86212162  0.02689992
0.84527101  0.02948897
0.82851765  0.03194140
0.81186495  0.03425772
0.79531625  0.03643733
0.77887480  0.03847921
0.76254385  0.04038239
0.74632653  0.04214639
0.73022594  0.04377149
0.71424513  0.04525893
0.69838706  0.04661094
0.68265467  0.04783080
0.66705082  0.04892280
0.65157829  0.04989213
0.63623986  0.05074475
0.62103820  0.05148723
0.60597595  0.05212664
0.59105569  0.05267028
0.57627994  0.05312559
0.56165118  0.05349996
0.54717182  0.05380054
0.53284422  0.05403419
0.51867069  0.05420729
0.50465349  0.05432566
0.49079482  0.05439451
0.47709684  0.05441843
0.46356166  0.05440128
0.45019133  0.05434625
0.43698786  0.05425588
0.42395319  0.05413207
0.41108925  0.05397617
0.39839791  0.05378900
0.38588097  0.05357096
0.37354020  0.05332213
0.36137735  0.05304228
0.34939407  0.05273105
0.33759202  0.05238800
0.32597279  0.05201265
0.31453794  0.05160462
0.30328898  0.05116364
0.29222737  0.05068967
0.28135456  0.05018286
0.27067192  0.04964369
0.26018082  0.04907288
0.24988256  0.04847146
0.23977843  0.04784078
0.22986965  0.04718243
0.22015744  0.04649827
0.21064297  0.04579038
0.20132735  0.04506098
0.19221170  0.04431244
0.18329707  0.04354715
0.17458450  0.04276754
0.16607496  0.04197593
0.15776945  0.04117456
0.14966889  0.04036544
0.14177416  0.03955037
0.13408617  0.03873085
0.12660573  0.03790806
0.11933367  0.03708280
0.11227075  0.03625548
0.10541774  0.03542609
0.09877537  0.03459423
0.09234431  0.03375907
0.08612527  0.03291938
0.08011885  0.03207357
0.07432571  0.03121972
0.06874641  0.03035560
0.06338152  0.02947875
0.05823159  0.02858651
0.05329713  0.02767615
0.04857863  0.02674482
0.04407655  0.02578972
0.03979135  0.02480816
0.03572342  0.02379757
0.03187318  0.02275564
0.02824100  0.02168032
0.02482722  0.02056995
0.02163218  0.01942323
0.01865617  0.01823934
0.01589948  0.01701793
0.01336237  0.01575915
0.01104509  0.01446371
0.00894784  0.01313282
0.00707083  0.01176822
0.00541423  0.01037219
0.00397821  0.00894745
0.00276288  0.00749719
0.00176836  0.00602502
0.00099476  0.00453489
0.00044213  0.00303101
0.00011054  0.00151784
0.00000000  0.00000000
0.00011054  -0.00161901
0.00044213  -0.00323341
0.00099476  -0.00483863
0.00176836  -0.00643025
0.00276288  -0.00800396
0.00397821  -0.00955569
0.00541423  -0.01108162
0.00707083  -0.01257822
0.00894784  -0.01404228
0.01104509  -0.01547099
0.01336237  -0.01686187
0.01589948  -0.01821284
0.01865617  -0.01952229
0.02163218  -0.02078892
0.02482722  -0.02201190
0.02824100  -0.02319074
0.03187318  -0.02432537
0.03572342  -0.02541600
0.03979135  -0.02646320
0.04407655  -0.02746780
0.04857863  -0.02843088
0.05329713  -0.02935371
0.05823159  -0.03023774
0.06338152  -0.03108451
0.06874641  -0.03189565
0.07432571  -0.03267282
0.08011885  -0.03341768
0.08612527  -0.03413183
0.09234431  -0.03481682
0.09877537  -0.03547404
0.10541774  -0.03610482
0.11227075  -0.03671030
0.11933367  -0.03729145
0.12660573  -0.03784906
0.13408617  -0.03838377
0.14177416  -0.03889600
0.14966889  -0.03938600
0.15776945  -0.03985385
0.16607496  -0.04029946
0.17458450  -0.04072257
0.18329707  -0.04112281
0.19221170  -0.04149965
0.20132735  -0.04185242
0.21064297  -0.04218040
0.22015744  -0.04248270
0.22986965  -0.04275836
0.23977843  -0.04300633
0.24988256  -0.04322543
0.26018082  -0.04341438
0.27067192  -0.04357179
0.28135456  -0.04369610
0.29222737  -0.04378561
0.30328898  -0.04383842
0.31453794  -0.04385243
0.32597279  -0.04382529
0.33759202  -0.04375439
0.34939407  -0.04363682
0.36137735  -0.04346934
0.37354020  -0.04324843
0.38588097  -0.04297021
0.39839791  -0.04263045
0.41108925  -0.04222465
0.42395319  -0.04174799
0.43698786  -0.04119545
0.45019133  -0.04056184
0.46356166  -0.03984190
0.47709684  -0.03903043
0.49079482  -0.03812237
0.50465349  -0.03711305
0.51867069  -0.03599827
0.53284422  -0.03477457
0.54717182  -0.03343946
0.56165118  -0.03199158
0.57627994  -0.03043104
0.59105569  -0.02875962
0.60597595  -0.02698103
0.62103820  -0.02510122
0.63623986  -0.02312852
0.65157829  -0.02107392
0.66705082  -0.01895122
0.68265467  -0.01677713
0.69838706  -0.01457141
0.71424513  -0.01235674
0.73022594  -0.01015873
0.74632653  -0.00800563
0.76254385  -0.00592802
0.77887480  -0.00395838
0.79531625  -0.00213038
0.81186495  -0.00047816
0.82851765  0.00096474
0.84527101  0.00216651
0.86212162  0.00309854
0.87906602  0.00373700
0.89610071  0.00406484
0.91322210  0.00407386
0.93042655  0.00376718
0.94771036  0.00316193
0.96506976  0.00229216
0.98250093  0.00121217
1.00000000  0.00000000
